,city_name,country,cloudiness,humidity,lat,lng,temperature,max_temp,wind speed,date
732,butaritari,ki,92.0,100.0,3.07,172.79,77.67,77.67,1.59,1554322828
733,vangaindrano,mg,80.0,93.0,-23.35,47.6,69.12,69.12,1.7,1554322995
734,qaanaaq,gl,64.0,88.0,77.48,-69.36,11.97,11.97,5.95,1554322804
735,east london,za,32.0,100.0,-33.02,27.91,72.0,72.0,25.75,1554322754
736,mecca,sa,0.0,57.0,21.43,39.83,54.27,54.27,2.82,1554322858
737,ingham,au,80.0,92.0,-18.65,146.16,79.47,79.47,18.03,1554322996
738,iquitos,pe,75.0,319.0,-3.75,-73.25,42.8,42.8,5.82,1554318000
739,lukovetskiy,ru,0.0,55.0,64.29,41.92,35.6,35.6,6.71,1554319800
741,andros town,bs,75.0,61.0,24.73,-77.79,80.83,81.0,10.29,1554322655
742,saint-joseph,re,0.0,69.0,-21.37,55.62,74.44,80.6,13.87,1554322564
743,hobart,au,40.0,80.0,-42.88,147.33,41.0,42.01,10.29,1554322635
744,hithadhoo,mv,36.0,100.0,-0.6,73.08,79.74,79.74,4.38,1554322880
745,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
746,severo-kurilsk,ru,88.0,97.0,50.68,156.12,33.03,33.03,6.85,1554322709
747,albany,au,75.0,100.0,-35.02,117.88,60.8,60.8,3.36,1554318000
748,ushuaia,ar,75.0,70.0,-54.81,-68.31,44.6,44.6,27.51,1554318000
749,vardo,no,0.0,64.0,70.37,31.11,33.78,37.4,19.46,1554321000
